SalesOrderNumber,SalesOrderLineNumber,OrderDate,CalendarYear,CalendarMonth,CalendarDay,EnglishMonthName,FullName,Gender,MaritalStatus,BirthDate,Age,YearlyIncome,TotalChildren,DateFirstPurchase,TenureDays,City,EnglishCountryRegionName,SalesTerritoryGroup,EnglishProductName,Color,Class,ProductLine,OrderQuantity,SalesAmount,TaxAmt,Freight,TotalPaid,AgeGroup,TaxRate%
SO70734,2,2013-11-13,2013,11,13,November,Joseph Clark,M,S,1966-04-16,59,80000.0,5,2013-06-26,140,Victoria,Canada,North America,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(57.0, 61.0]",7.239809642044278
SO70735,1,2013-11-13,2013,11,13,November,Jeremiah Martinez,M,S,1958-09-01,66,70000.0,3,2011-01-09,1039,Ballard,United States,North America,"Touring-1000 Blue, 46",Blue,H ,T ,1,2384.07,190.7256,59.6018,2634.3974000000003,"(65.0, 72.0]",7.239818867115491
SO70735,2,2013-11-13,2013,11,13,November,Jeremiah Martinez,M,S,1958-09-01,66,70000.0,3,2011-01-09,1039,Ballard,United States,North America,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(65.0, 72.0]",7.239809642044278
SO70736,1,2013-11-13,2013,11,13,November,Victoria Coleman,F,M,1951-12-30,73,70000.0,5,2013-11-13,0,Beverly Hills,United States,North America,"Road-750 Black, 44",Black,L ,R ,1,539.99,43.1992,13.4998,596.6890000000001,"(72.0, 109.0]",7.2398183978588495
SO70736,2,2013-11-13,2013,11,13,November,Victoria Coleman,F,M,1951-12-30,73,70000.0,5,2013-11-13,0,Beverly Hills,United States,North America,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(72.0, 109.0]",7.239809642044278
SO70737,1,2013-11-13,2013,11,13,November,Desiree Torres,F,S,1976-10-17,48,60000.0,1,2013-11-13,0,Berkeley,United States,North America,"Road-750 Black, 48",Black,L ,R ,1,539.99,43.1992,13.4998,596.6890000000001,"(45.0, 48.0]",7.2398183978588495
SO70737,2,2013-11-13,2013,11,13,November,Desiree Torres,F,S,1976-10-17,48,60000.0,1,2013-11-13,0,Berkeley,United States,North America,Road Bottle Cage,NA,Unknown,R ,1,8.99,0.7192,0.2248,9.934000000000001,"(45.0, 48.0]",7.239782564928526
SO70737,3,2013-11-13,2013,11,13,November,Desiree Torres,F,S,1976-10-17,48,60000.0,1,2013-11-13,0,Berkeley,United States,North America,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(45.0, 48.0]",7.239753355096119
SO70737,4,2013-11-13,2013,11,13,November,Desiree Torres,F,S,1976-10-17,48,60000.0,1,2013-11-13,0,Berkeley,United States,North America,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(45.0, 48.0]",7.239809642044278
SO70738,1,2013-11-13,2013,11,13,November,Amanda Campbell,F,M,1957-05-01,68,60000.0,2,2013-11-13,0,Colma,United States,North America,"Road-550-W Yellow, 38",Yellow,M ,R ,1,1120.49,89.6392,28.0123,1238.1415000000002,"(65.0, 72.0]",7.239818712158505
SO70739,1,2013-11-13,2013,11,13,November,Adrian Bailey,M,M,1957-07-04,68,60000.0,2,2013-11-13,0,Seattle,United States,North America,"Road-550-W Yellow, 48",Yellow,M ,R ,1,1120.49,89.6392,28.0123,1238.1415000000002,"(65.0, 72.0]",7.239818712158505
SO70739,2,2013-11-13,2013,11,13,November,Adrian Bailey,M,M,1957-07-04,68,60000.0,2,2013-11-13,0,Seattle,United States,North America,"Sport-100 Helmet, Black",Black,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(65.0, 72.0]",7.239809642044278
SO70740,1,2013-11-13,2013,11,13,November,Richard Lewis,M,S,1980-10-14,44,40000.0,0,2013-11-13,0,San Diego,United States,North America,"Road-550-W Yellow, 38",Yellow,M ,R ,1,1120.49,89.6392,28.0123,1238.1415000000002,"(42.0, 45.0]",7.239818712158505
SO70740,2,2013-11-13,2013,11,13,November,Richard Lewis,M,S,1980-10-14,44,40000.0,0,2013-11-13,0,San Diego,United States,North America,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(42.0, 45.0]",7.239809642044278
SO70741,1,2013-11-13,2013,11,13,November,Makayla Watson,F,M,1979-03-04,46,60000.0,1,2013-11-13,0,Spring Valley,United States,North America,"Road-350-W Yellow, 44",Yellow,M ,R ,1,1700.99,136.0792,42.5248,1879.5939999999998,"(45.0, 48.0]",7.239818811934917
SO70741,2,2013-11-13,2013,11,13,November,Makayla Watson,F,M,1979-03-04,46,60000.0,1,2013-11-13,0,Spring Valley,United States,North America,"Short-Sleeve Classic Jersey, L",Yellow,Unknown,S ,1,53.99,4.3192,1.3498,59.659000000000006,"(45.0, 48.0]",7.239812936857809
SO70742,1,2013-11-13,2013,11,13,November,Sabrina Alonso,F,M,1984-11-21,40,30000.0,1,2013-11-13,0,Ingolstadt,Germany,Europe,"Road-550-W Yellow, 40",Yellow,M ,R ,1,1120.49,89.6392,28.0123,1238.1415000000002,"(38.999, 42.0]",7.239818712158505
SO70743,1,2013-11-13,2013,11,13,November,Susan Liang,F,M,1974-10-03,50,40000.0,0,2012-02-28,624,Lieusaint,France,Europe,"Road-550-W Yellow, 40",Yellow,M ,R ,1,1120.49,89.6392,28.0123,1238.1415000000002,"(48.0, 51.0]",7.239818712158505
SO70743,2,2013-11-13,2013,11,13,November,Susan Liang,F,M,1974-10-03,50,40000.0,0,2012-02-28,624,Lieusaint,France,Europe,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(48.0, 51.0]",7.239809642044278
SO70744,1,2013-11-13,2013,11,13,November,Matthew Miller,M,S,1947-02-07,78,30000.0,1,2012-11-10,368,Solingen,Germany,Europe,"Road-550-W Yellow, 44",Yellow,M ,R ,1,1120.49,89.6392,28.0123,1238.1415000000002,"(72.0, 109.0]",7.239818712158505
SO70744,2,2013-11-13,2013,11,13,November,Matthew Miller,M,S,1947-02-07,78,30000.0,1,2012-11-10,368,Solingen,Germany,Europe,"Short-Sleeve Classic Jersey, L",Yellow,Unknown,S ,1,53.99,4.3192,1.3498,59.659000000000006,"(72.0, 109.0]",7.239812936857809
SO70744,3,2013-11-13,2013,11,13,November,Matthew Miller,M,S,1947-02-07,78,30000.0,1,2012-11-10,368,Solingen,Germany,Europe,"Half-Finger Gloves, L",Black,Unknown,S ,1,24.49,1.9592,0.6123,27.0615,"(72.0, 109.0]",7.239805627921586
SO70745,1,2013-11-13,2013,11,13,November,Karen Lu,F,M,1980-06-18,45,40000.0,0,2011-12-16,698,Villeneuve-d'Ascq,France,Europe,"Road-750 Black, 44",Black,L ,R ,1,539.99,43.1992,13.4998,596.6890000000001,"(42.0, 45.0]",7.2398183978588495
SO70746,1,2013-11-13,2013,11,13,November,Neil Romero,M,S,1982-07-20,43,30000.0,0,2013-11-13,0,Bracknell,United Kingdom,Europe,"Road-750 Black, 58",Black,L ,R ,1,539.99,43.1992,13.4998,596.6890000000001,"(42.0, 45.0]",7.2398183978588495
SO70746,2,2013-11-13,2013,11,13,November,Neil Romero,M,S,1982-07-20,43,30000.0,0,2013-11-13,0,Bracknell,United Kingdom,Europe,"Half-Finger Gloves, S",Black,Unknown,S ,1,24.49,1.9592,0.6123,27.0615,"(42.0, 45.0]",7.239805627921586
SO70747,1,2013-11-13,2013,11,13,November,Jorge Zheng,M,M,1983-01-10,42,10000.0,4,2013-11-13,0,Frankfurt am Main,Germany,Europe,"Road-750 Black, 44",Black,L ,R ,1,539.99,43.1992,13.4998,596.6890000000001,"(38.999, 42.0]",7.2398183978588495
SO70747,2,2013-11-13,2013,11,13,November,Jorge Zheng,M,M,1983-01-10,42,10000.0,4,2013-11-13,0,Frankfurt am Main,Germany,Europe,LL Road Tire,NA,L ,R ,1,21.49,1.7192,0.5373,23.746499999999997,"(38.999, 42.0]",7.239803760554188
SO70747,3,2013-11-13,2013,11,13,November,Jorge Zheng,M,M,1983-01-10,42,10000.0,4,2013-11-13,0,Frankfurt am Main,Germany,Europe,Road Tire Tube,NA,Unknown,R ,1,3.99,0.3192,0.0998,4.409000000000001,"(38.999, 42.0]",7.239736901791788
SO70748,1,2013-11-13,2013,11,13,November,Theresa Ramos,F,M,1953-02-18,72,20000.0,4,2011-02-01,1016,Matraville,Australia,Pacific,"Touring-3000 Yellow, 44",Yellow,L ,T ,1,742.35,59.388,18.5588,820.2968000000001,"(65.0, 72.0]",7.239818563232234
SO70748,2,2013-11-13,2013,11,13,November,Theresa Ramos,F,M,1953-02-18,72,20000.0,4,2011-02-01,1016,Matraville,Australia,Pacific,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(65.0, 72.0]",7.239753355096119
SO70748,3,2013-11-13,2013,11,13,November,Theresa Ramos,F,M,1953-02-18,72,20000.0,4,2011-02-01,1016,Matraville,Australia,Pacific,Road Bottle Cage,NA,Unknown,R ,1,8.99,0.7192,0.2248,9.934000000000001,"(65.0, 72.0]",7.239782564928526
SO70749,1,2013-11-13,2013,11,13,November,Micah Wang,M,S,1972-07-25,53,70000.0,5,2012-09-14,425,Goulburn,Australia,Pacific,"Touring-3000 Yellow, 54",Yellow,L ,T ,1,742.35,59.388,18.5588,820.2968000000001,"(51.0, 53.0]",7.239818563232234
SO70750,1,2013-11-13,2013,11,13,November,Damien Ye,M,S,1981-07-31,44,70000.0,0,2012-07-06,495,Coffs Harbour,Australia,Pacific,"Touring-1000 Blue, 46",Blue,H ,T ,1,2384.07,190.7256,59.6018,2634.3974000000003,"(42.0, 45.0]",7.239818867115491
SO70750,2,2013-11-13,2013,11,13,November,Damien Ye,M,S,1981-07-31,44,70000.0,0,2012-07-06,495,Coffs Harbour,Australia,Pacific,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(42.0, 45.0]",7.239809642044278
SO70751,1,2013-11-13,2013,11,13,November,Johnathan Madan,M,M,1984-09-16,40,90000.0,0,2012-07-13,488,Brisbane,Australia,Pacific,"Touring-1000 Blue, 46",Blue,H ,T ,1,2384.07,190.7256,59.6018,2634.3974000000003,"(38.999, 42.0]",7.239818867115491
SO70751,2,2013-11-13,2013,11,13,November,Johnathan Madan,M,M,1984-09-16,40,90000.0,0,2012-07-13,488,Brisbane,Australia,Pacific,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(38.999, 42.0]",7.239809642044278
SO70751,3,2013-11-13,2013,11,13,November,Johnathan Madan,M,M,1984-09-16,40,90000.0,0,2012-07-13,488,Brisbane,Australia,Pacific,"Short-Sleeve Classic Jersey, M",Yellow,Unknown,S ,1,53.99,4.3192,1.3498,59.659000000000006,"(38.999, 42.0]",7.239812936857809
SO70752,1,2013-11-14,2013,11,14,November,Orlando Hernandez,M,S,1981-11-23,43,80000.0,4,2012-03-07,617,Gold Coast,Australia,Pacific,"Road-250 Black, 44",Black,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(42.0, 45.0]",7.239818870449288
SO70752,2,2013-11-14,2013,11,14,November,Orlando Hernandez,M,S,1981-11-23,43,80000.0,4,2012-03-07,617,Gold Coast,Australia,Pacific,HL Road Tire,NA,H ,R ,1,32.6,2.608,0.815,36.022999999999996,"(42.0, 45.0]",7.239819004524888
SO70752,3,2013-11-14,2013,11,14,November,Orlando Hernandez,M,S,1981-11-23,43,80000.0,4,2012-03-07,617,Gold Coast,Australia,Pacific,Road Tire Tube,NA,Unknown,R ,1,3.99,0.3192,0.0998,4.409000000000001,"(42.0, 45.0]",7.239736901791788
SO70753,1,2013-11-14,2013,11,14,November,Jackson Evans,M,M,1969-10-22,55,80000.0,5,2013-11-14,0,Sunbury,Australia,Pacific,ML Road Tire,NA,M ,R ,1,24.99,1.9992,0.6248,27.613999999999997,"(53.0, 57.0]",7.239805895560224
SO70753,2,2013-11-14,2013,11,14,November,Jackson Evans,M,M,1969-10-22,55,80000.0,5,2013-11-14,0,Sunbury,Australia,Pacific,Patch Kit/8 Patches,NA,Unknown,S ,1,2.29,0.1832,0.0573,2.5305,"(53.0, 57.0]",7.2396759533689
SO70754,1,2013-11-14,2013,11,14,November,Justin Li,M,M,1986-03-11,39,10000.0,0,2013-04-28,200,Goulburn,Australia,Pacific,ML Road Tire,NA,M ,R ,1,24.99,1.9992,0.6248,27.613999999999997,"(38.999, 42.0]",7.239805895560224
SO70755,1,2013-11-14,2013,11,14,November,Dawn Zheng,F,M,1971-02-24,54,60000.0,3,2013-10-24,21,Sydney,Australia,Pacific,ML Mountain Tire,NA,M ,M ,1,29.99,2.3992,0.7498,33.138999999999996,"(53.0, 57.0]",7.239808081112889
SO70756,1,2013-11-14,2013,11,14,November,Marshall Chander,M,S,1979-09-13,45,80000.0,0,2013-02-20,267,Milsons Point,Australia,Pacific,Fender Set - Mountain,NA,Unknown,M ,1,21.98,1.7584,0.5495,24.287899999999997,"(42.0, 45.0]",7.239819004524888
SO70756,2,2013-11-14,2013,11,14,November,Marshall Chander,M,S,1979-09-13,45,80000.0,0,2013-02-20,267,Milsons Point,Australia,Pacific,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(42.0, 45.0]",7.239809642044278
SO70757,1,2013-11-14,2013,11,14,November,Beth Srini,M,M,1958-08-06,67,10000.0,2,2013-11-14,0,Lavender Bay,Australia,Pacific,Road Tire Tube,NA,Unknown,R ,1,3.99,0.3192,0.0998,4.409000000000001,"(65.0, 72.0]",7.239736901791788
SO70757,2,2013-11-14,2013,11,14,November,Beth Srini,M,M,1958-08-06,67,10000.0,2,2013-11-14,0,Lavender Bay,Australia,Pacific,Patch Kit/8 Patches,NA,Unknown,S ,1,2.29,0.1832,0.0573,2.5305,"(65.0, 72.0]",7.2396759533689
SO70758,1,2013-11-14,2013,11,14,November,Sharon Tang,F,S,1944-03-23,81,60000.0,2,2013-05-15,183,Bendigo,Australia,Pacific,Road Tire Tube,NA,Unknown,R ,1,3.99,0.3192,0.0998,4.409000000000001,"(72.0, 109.0]",7.239736901791788
SO70758,2,2013-11-14,2013,11,14,November,Sharon Tang,F,S,1944-03-23,81,60000.0,2,2013-05-15,183,Bendigo,Australia,Pacific,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(72.0, 109.0]",7.239809642044278
SO70759,1,2013-11-14,2013,11,14,November,Katrina Jai,F,M,1957-07-22,68,30000.0,3,2013-07-24,113,Geelong,Australia,Pacific,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(65.0, 72.0]",7.239809642044278
SO70760,1,2013-11-14,2013,11,14,November,Bethany Luo,F,S,1974-03-25,51,70000.0,5,2013-11-14,0,Brisbane,Australia,Pacific,Touring Tire,NA,Unknown,T ,1,28.99,2.3192,0.7248,32.034,"(48.0, 51.0]",7.239807704314166
SO70760,2,2013-11-14,2013,11,14,November,Bethany Luo,F,S,1974-03-25,51,70000.0,5,2013-11-14,0,Brisbane,Australia,Pacific,Touring Tire Tube,NA,Unknown,T ,1,4.99,0.3992,0.1248,5.514,"(48.0, 51.0]",7.239753355096119
SO70760,3,2013-11-14,2013,11,14,November,Bethany Luo,F,S,1974-03-25,51,70000.0,5,2013-11-14,0,Brisbane,Australia,Pacific,Patch Kit/8 Patches,NA,Unknown,S ,1,2.29,0.1832,0.0573,2.5305,"(48.0, 51.0]",7.2396759533689
SO70761,1,2013-11-14,2013,11,14,November,Kelli Chen,F,M,1972-09-11,52,40000.0,0,2011-02-16,1002,München,Germany,Europe,"Mountain-200 Silver, 38",Silver,H ,M ,1,2319.99,185.5992,57.9998,2563.589,"(51.0, 53.0]",7.239818863320134
SO70761,2,2013-11-14,2013,11,14,November,Kelli Chen,F,M,1972-09-11,52,40000.0,0,2011-02-16,1002,München,Germany,Europe,Patch Kit/8 Patches,NA,Unknown,S ,1,2.29,0.1832,0.0573,2.5305,"(51.0, 53.0]",7.2396759533689
SO70762,1,2013-11-14,2013,11,14,November,Marcus Nelson,M,S,1962-06-03,63,100000.0,2,2012-11-28,351,Metz,France,Europe,"Mountain-200 Black, 42",Black,H ,M ,1,2294.99,183.5992,57.3748,2535.964,"(61.0, 65.0]",7.239818861781949
SO70762,2,2013-11-14,2013,11,14,November,Marcus Nelson,M,S,1962-06-03,63,100000.0,2,2012-11-28,351,Metz,France,Europe,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(61.0, 65.0]",7.239753355096119
SO70762,3,2013-11-14,2013,11,14,November,Marcus Nelson,M,S,1962-06-03,63,100000.0,2,2012-11-28,351,Metz,France,Europe,Mountain Bottle Cage,NA,Unknown,M ,1,9.99,0.7992,0.2498,11.039000000000001,"(61.0, 65.0]",7.239786212519249
SO70762,4,2013-11-14,2013,11,14,November,Marcus Nelson,M,S,1962-06-03,63,100000.0,2,2012-11-28,351,Metz,France,Europe,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(61.0, 65.0]",7.239809642044278
SO70762,5,2013-11-14,2013,11,14,November,Marcus Nelson,M,S,1962-06-03,63,100000.0,2,2012-11-28,351,Metz,France,Europe,"Long-Sleeve Logo Jersey, L",Multi,Unknown,S ,1,49.99,3.9992,1.2498,55.239000000000004,"(61.0, 65.0]",7.239812451347779
SO70763,1,2013-11-14,2013,11,14,November,Dawn Lal,F,M,1974-12-21,50,30000.0,0,2011-09-03,803,Lieusaint,France,Europe,"Mountain-200 Black, 46",Black,H ,M ,1,2294.99,183.5992,57.3748,2535.964,"(48.0, 51.0]",7.239818861781949
SO70763,2,2013-11-14,2013,11,14,November,Dawn Lal,F,M,1974-12-21,50,30000.0,0,2011-09-03,803,Lieusaint,France,Europe,Mountain Bottle Cage,NA,Unknown,M ,1,9.99,0.7992,0.2498,11.039000000000001,"(48.0, 51.0]",7.239786212519249
SO70763,3,2013-11-14,2013,11,14,November,Dawn Lal,F,M,1974-12-21,50,30000.0,0,2011-09-03,803,Lieusaint,France,Europe,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(48.0, 51.0]",7.239753355096119
SO70763,4,2013-11-14,2013,11,14,November,Dawn Lal,F,M,1974-12-21,50,30000.0,0,2011-09-03,803,Lieusaint,France,Europe,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(48.0, 51.0]",7.239809642044278
SO70764,1,2013-11-14,2013,11,14,November,Lance Gomez,M,M,1971-12-21,53,40000.0,0,2011-03-28,962,Braunschweig,Germany,Europe,"Mountain-200 Black, 38",Black,H ,M ,1,2294.99,183.5992,57.3748,2535.964,"(51.0, 53.0]",7.239818861781949
SO70764,2,2013-11-14,2013,11,14,November,Lance Gomez,M,M,1971-12-21,53,40000.0,0,2011-03-28,962,Braunschweig,Germany,Europe,Fender Set - Mountain,NA,Unknown,M ,1,21.98,1.7584,0.5495,24.287899999999997,"(51.0, 53.0]",7.239819004524888
SO70764,3,2013-11-14,2013,11,14,November,Lance Gomez,M,M,1971-12-21,53,40000.0,0,2011-03-28,962,Braunschweig,Germany,Europe,"Sport-100 Helmet, Black",Black,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(51.0, 53.0]",7.239809642044278
SO70765,1,2013-11-14,2013,11,14,November,Tammy Mehta,F,S,1977-06-20,48,10000.0,5,2012-11-19,360,München,Germany,Europe,"Mountain-200 Black, 46",Black,H ,M ,1,2294.99,183.5992,57.3748,2535.964,"(45.0, 48.0]",7.239818861781949
SO70765,2,2013-11-14,2013,11,14,November,Tammy Mehta,F,S,1977-06-20,48,10000.0,5,2012-11-19,360,München,Germany,Europe,Fender Set - Mountain,NA,Unknown,M ,1,21.98,1.7584,0.5495,24.287899999999997,"(45.0, 48.0]",7.239819004524888
SO70765,3,2013-11-14,2013,11,14,November,Tammy Mehta,F,S,1977-06-20,48,10000.0,5,2012-11-19,360,München,Germany,Europe,Bike Wash - Dissolver,NA,Unknown,S ,1,7.95,0.636,0.1988,8.7848,"(45.0, 48.0]",7.239777798014753
SO70765,4,2013-11-14,2013,11,14,November,Tammy Mehta,F,S,1977-06-20,48,10000.0,5,2012-11-19,360,München,Germany,Europe,Hitch Rack - 4-Bike,NA,Unknown,S ,1,120.0,9.6,3.0,132.6,"(45.0, 48.0]",7.239819004524888
SO70766,1,2013-11-14,2013,11,14,November,Hector Ramos,M,M,1976-03-16,49,30000.0,0,2012-01-29,655,Paderborn,Germany,Europe,"Mountain-500 Black, 48",Black,L ,M ,1,539.99,43.1992,13.4998,596.6890000000001,"(48.0, 51.0]",7.2398183978588495
SO70766,2,2013-11-14,2013,11,14,November,Hector Ramos,M,M,1976-03-16,49,30000.0,0,2012-01-29,655,Paderborn,Germany,Europe,Fender Set - Mountain,NA,Unknown,M ,1,21.98,1.7584,0.5495,24.287899999999997,"(48.0, 51.0]",7.239819004524888
SO70766,3,2013-11-14,2013,11,14,November,Hector Ramos,M,M,1976-03-16,49,30000.0,0,2012-01-29,655,Paderborn,Germany,Europe,Hitch Rack - 4-Bike,NA,Unknown,S ,1,120.0,9.6,3.0,132.6,"(48.0, 51.0]",7.239819004524888
SO70767,1,2013-11-14,2013,11,14,November,Fernando Barnes,M,M,1965-08-31,59,80000.0,5,2013-01-31,287,N. Vancouver,Canada,North America,"Half-Finger Gloves, L",Black,Unknown,S ,1,24.49,1.9592,0.6123,27.0615,"(57.0, 61.0]",7.239805627921586
SO70767,2,2013-11-14,2013,11,14,November,Fernando Barnes,M,M,1965-08-31,59,80000.0,5,2013-01-31,287,N. Vancouver,Canada,North America,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(57.0, 61.0]",7.239809642044278
SO70768,1,2013-11-14,2013,11,14,November,Hannah Anderson,F,M,1965-02-10,60,70000.0,5,2013-02-21,266,Burien,United States,North America,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(57.0, 61.0]",7.239809642044278
SO70769,1,2013-11-14,2013,11,14,November,Jesse Hernandez,M,S,1965-05-20,60,40000.0,2,2013-11-14,0,Concord,United States,North America,Touring Tire,NA,Unknown,T ,1,28.99,2.3192,0.7248,32.034,"(57.0, 61.0]",7.239807704314166
SO70769,2,2013-11-14,2013,11,14,November,Jesse Hernandez,M,S,1965-05-20,60,40000.0,2,2013-11-14,0,Concord,United States,North America,Touring Tire Tube,NA,Unknown,T ,1,4.99,0.3992,0.1248,5.514,"(57.0, 61.0]",7.239753355096119
SO70769,3,2013-11-14,2013,11,14,November,Jesse Hernandez,M,S,1965-05-20,60,40000.0,2,2013-11-14,0,Concord,United States,North America,"Sport-100 Helmet, Red",Red,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(57.0, 61.0]",7.239809642044278
SO70770,1,2013-11-14,2013,11,14,November,Ryan Russell,M,M,1982-03-19,43,40000.0,0,2013-11-14,0,Coronado,United States,North America,Touring Tire,NA,Unknown,T ,1,28.99,2.3192,0.7248,32.034,"(42.0, 45.0]",7.239807704314166
SO70771,1,2013-11-14,2013,11,14,November,Devin Turner,M,M,1970-12-30,54,130000.0,1,2013-11-14,0,San Carlos,United States,North America,ML Mountain Tire,NA,M ,M ,1,29.99,2.3992,0.7498,33.138999999999996,"(53.0, 57.0]",7.239808081112889
SO70772,1,2013-11-14,2013,11,14,November,Wyatt Smith,M,M,1981-01-05,44,40000.0,1,2013-11-14,0,Newport Beach,United States,North America,Mountain Tire Tube,NA,Unknown,M ,1,4.99,0.3992,0.1248,5.514,"(42.0, 45.0]",7.239753355096119
SO70772,2,2013-11-14,2013,11,14,November,Wyatt Smith,M,M,1981-01-05,44,40000.0,1,2013-11-14,0,Newport Beach,United States,North America,ML Mountain Tire,NA,M ,M ,1,29.99,2.3992,0.7498,33.138999999999996,"(42.0, 45.0]",7.239808081112889
SO70772,3,2013-11-14,2013,11,14,November,Wyatt Smith,M,M,1981-01-05,44,40000.0,1,2013-11-14,0,Newport Beach,United States,North America,Patch Kit/8 Patches,NA,Unknown,S ,1,2.29,0.1832,0.0573,2.5305,"(42.0, 45.0]",7.2396759533689
SO70772,4,2013-11-14,2013,11,14,November,Wyatt Smith,M,M,1981-01-05,44,40000.0,1,2013-11-14,0,Newport Beach,United States,North America,Hitch Rack - 4-Bike,NA,Unknown,S ,1,120.0,9.6,3.0,132.6,"(42.0, 45.0]",7.239819004524888
SO70773,1,2013-11-14,2013,11,14,November,Nicole White,F,S,1984-08-08,41,30000.0,0,2013-03-03,256,Newton,Canada,North America,ML Mountain Tire,NA,M ,M ,1,29.99,2.3992,0.7498,33.138999999999996,"(38.999, 42.0]",7.239808081112889
SO70773,2,2013-11-14,2013,11,14,November,Nicole White,F,S,1984-08-08,41,30000.0,0,2013-03-03,256,Newton,Canada,North America,"Racing Socks, L",White,Unknown,R ,1,8.99,0.7192,0.2248,9.934000000000001,"(38.999, 42.0]",7.239782564928526
SO70774,1,2013-11-14,2013,11,14,November,Eduardo Henderson,M,M,1974-05-02,51,90000.0,4,2013-02-10,277,Metchosin,Canada,North America,Mountain Bottle Cage,NA,Unknown,M ,1,9.99,0.7992,0.2498,11.039000000000001,"(48.0, 51.0]",7.239786212519249
SO70774,2,2013-11-14,2013,11,14,November,Eduardo Henderson,M,M,1974-05-02,51,90000.0,4,2013-02-10,277,Metchosin,Canada,North America,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(48.0, 51.0]",7.239753355096119
SO70774,3,2013-11-14,2013,11,14,November,Eduardo Henderson,M,M,1974-05-02,51,90000.0,4,2013-02-10,277,Metchosin,Canada,North America,Hitch Rack - 4-Bike,NA,Unknown,S ,1,120.0,9.6,3.0,132.6,"(48.0, 51.0]",7.239819004524888
SO70775,1,2013-11-14,2013,11,14,November,Kyle Phillips,M,M,1979-10-18,45,80000.0,4,2013-09-01,74,Sooke,Canada,North America,Mountain Bottle Cage,NA,Unknown,M ,1,9.99,0.7992,0.2498,11.039000000000001,"(42.0, 45.0]",7.239786212519249
SO70775,2,2013-11-14,2013,11,14,November,Kyle Phillips,M,M,1979-10-18,45,80000.0,4,2013-09-01,74,Sooke,Canada,North America,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(42.0, 45.0]",7.239753355096119
SO70775,3,2013-11-14,2013,11,14,November,Kyle Phillips,M,M,1979-10-18,45,80000.0,4,2013-09-01,74,Sooke,Canada,North America,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(42.0, 45.0]",7.239809642044278
SO70776,1,2013-11-14,2013,11,14,November,Madison Brown,F,M,1962-03-07,63,40000.0,5,2013-11-14,0,Redmond,United States,North America,Mountain Bottle Cage,NA,Unknown,M ,1,9.99,0.7992,0.2498,11.039000000000001,"(61.0, 65.0]",7.239786212519249
SO70776,2,2013-11-14,2013,11,14,November,Madison Brown,F,M,1962-03-07,63,40000.0,5,2013-11-14,0,Redmond,United States,North America,Water Bottle - 30 oz.,NA,Unknown,S ,1,4.99,0.3992,0.1248,5.514,"(61.0, 65.0]",7.239753355096119
SO70776,3,2013-11-14,2013,11,14,November,Madison Brown,F,M,1962-03-07,63,40000.0,5,2013-11-14,0,Redmond,United States,North America,"Sport-100 Helmet, Blue",Blue,Unknown,S ,1,34.99,2.7992,0.8748,38.664,"(61.0, 65.0]",7.239809642044278
