SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,SalesAmount,TaxAmt,Freight,DiscountAmount,FirstName,LastName,BirthDate,Gender,MaritalStatus,YearlyIncome,TotalChildren,DateFirstPurchase,EnglishProductName,Color,Class,ProductLine,OrderDate,CalendarYear,EnglishMonthName,City,EnglishCountryRegionName,englishPromotionName,DiscountPct,SalesTerritoryGroup
SO73290,1,1,21.98,1.7584,0.5495,0.0,Paige,Alexander,1969-11-19,F,M,60000.0,5,2013-02-08,Fender Set - Mountain,NA,,M ,2013-12-17,2013,December,Langley,Canada,No Discount,0.0,North America
SO73291,1,1,32.6,2.608,0.815,0.0,Joy,Moyer,1983-01-03,F,S,30000.0,5,2013-12-17,HL Road Tire,NA,H ,R ,2013-12-17,2013,December,Pantin,France,No Discount,0.0,Europe
SO73291,2,1,2.29,0.1832,0.0573,0.0,Joy,Moyer,1983-01-03,F,S,30000.0,5,2013-12-17,Patch Kit/8 Patches,NA,,S ,2013-12-17,2013,December,Pantin,France,No Discount,0.0,Europe
SO73292,1,1,4.99,0.3992,0.1248,0.0,Sergio,Sánchez,1975-01-31,M,M,20000.0,0,2013-12-17,Mountain Tire Tube,NA,,M ,2013-12-17,2013,December,Orleans,France,No Discount,0.0,Europe
SO73292,2,1,24.99,1.9992,0.6248,0.0,Sergio,Sánchez,1975-01-31,M,M,20000.0,0,2013-12-17,LL Mountain Tire,NA,L ,M ,2013-12-17,2013,December,Orleans,France,No Discount,0.0,Europe
SO73292,3,1,34.99,2.7992,0.8748,0.0,Sergio,Sánchez,1975-01-31,M,M,20000.0,0,2013-12-17,"Sport-100 Helmet, Black",Black,,S ,2013-12-17,2013,December,Orleans,France,No Discount,0.0,Europe
SO73292,4,1,49.99,3.9992,1.2498,0.0,Sergio,Sánchez,1975-01-31,M,M,20000.0,0,2013-12-17,"Long-Sleeve Logo Jersey, S",Multi,,S ,2013-12-17,2013,December,Orleans,France,No Discount,0.0,Europe
SO73293,1,1,9.99,0.7992,0.2498,0.0,Tina,Rodriguez,1965-12-12,F,S,10000.0,1,2013-12-17,Mountain Bottle Cage,NA,,M ,2013-12-17,2013,December,Paris,France,No Discount,0.0,Europe
SO73293,2,1,4.99,0.3992,0.1248,0.0,Tina,Rodriguez,1965-12-12,F,S,10000.0,1,2013-12-17,Water Bottle - 30 oz.,NA,,S ,2013-12-17,2013,December,Paris,France,No Discount,0.0,Europe
SO73293,3,1,7.95,0.636,0.1988,0.0,Tina,Rodriguez,1965-12-12,F,S,10000.0,1,2013-12-17,Bike Wash - Dissolver,NA,,S ,2013-12-17,2013,December,Paris,France,No Discount,0.0,Europe
SO73294,1,1,3.99,0.3192,0.0998,0.0,Steven,Cooper,1975-07-06,M,M,40000.0,1,2013-12-17,Road Tire Tube,NA,,R ,2013-12-17,2013,December,Newcastle upon Tyne,United Kingdom,No Discount,0.0,Europe
SO73294,2,1,2.29,0.1832,0.0573,0.0,Steven,Cooper,1975-07-06,M,M,40000.0,1,2013-12-17,Patch Kit/8 Patches,NA,,S ,2013-12-17,2013,December,Newcastle upon Tyne,United Kingdom,No Discount,0.0,Europe
SO73295,1,1,4.99,0.3992,0.1248,0.0,Edgar,Kapoor,1979-11-09,M,S,20000.0,0,2013-12-17,Touring Tire Tube,NA,,T ,2013-12-17,2013,December,Paris,France,No Discount,0.0,Europe
SO73296,1,1,4.99,0.3992,0.1248,0.0,Diana,Romero,1981-01-12,F,S,20000.0,0,2013-10-16,Touring Tire Tube,NA,,T ,2013-12-17,2013,December,Esher-Molesey,United Kingdom,No Discount,0.0,Europe
SO73296,2,1,54.99,4.3992,1.3748,0.0,Diana,Romero,1981-01-12,F,S,20000.0,0,2013-10-16,Hydration Pack - 70 oz.,Silver,,S ,2013-12-17,2013,December,Esher-Molesey,United Kingdom,No Discount,0.0,Europe
SO73297,1,1,4.99,0.3992,0.1248,0.0,Rafael,Hu,1950-08-09,M,S,90000.0,5,2013-12-17,Touring Tire Tube,NA,,T ,2013-12-17,2013,December,Paderborn,Germany,No Discount,0.0,Europe
SO73297,2,1,34.99,2.7992,0.8748,0.0,Rafael,Hu,1950-08-09,M,S,90000.0,5,2013-12-17,"Sport-100 Helmet, Black",Black,,S ,2013-12-17,2013,December,Paderborn,Germany,No Discount,0.0,Europe
SO73298,1,1,21.98,1.7584,0.5495,0.0,Kaylee,King,1976-10-13,F,M,60000.0,1,2013-12-17,Fender Set - Mountain,NA,,M ,2013-12-17,2013,December,Oregon City,United States,No Discount,0.0,North America
SO73299,1,1,21.98,1.7584,0.5495,0.0,Ana,Ross,1976-01-08,F,M,50000.0,1,2013-12-17,Fender Set - Mountain,NA,,M ,2013-12-17,2013,December,Glendale,United States,No Discount,0.0,North America
SO73299,2,1,49.99,3.9992,1.2498,0.0,Ana,Ross,1976-01-08,F,M,50000.0,1,2013-12-17,"Long-Sleeve Logo Jersey, L",Multi,,S ,2013-12-17,2013,December,Glendale,United States,No Discount,0.0,North America
SO73299,3,1,24.49,1.9592,0.6123,0.0,Ana,Ross,1976-01-08,F,M,50000.0,1,2013-12-17,"Half-Finger Gloves, M",Black,,S ,2013-12-17,2013,December,Glendale,United States,No Discount,0.0,North America
SO73300,1,1,4.99,0.3992,0.1248,0.0,Edward,Williams,1982-01-06,M,M,60000.0,0,2013-04-28,Mountain Tire Tube,NA,,M ,2013-12-17,2013,December,Royal Oak,Canada,No Discount,0.0,North America
SO73300,2,1,35.0,2.8,0.875,0.0,Edward,Williams,1982-01-06,M,M,60000.0,0,2013-04-28,HL Mountain Tire,NA,H ,M ,2013-12-17,2013,December,Royal Oak,Canada,No Discount,0.0,North America
SO73300,3,1,34.99,2.7992,0.8748,0.0,Edward,Williams,1982-01-06,M,M,60000.0,0,2013-04-28,"Sport-100 Helmet, Blue",Blue,,S ,2013-12-17,2013,December,Royal Oak,Canada,No Discount,0.0,North America
SO73301,1,1,21.98,1.7584,0.5495,0.0,José,Rodriguez,1965-05-23,M,M,60000.0,4,2013-12-17,Fender Set - Mountain,NA,,M ,2013-12-17,2013,December,Burbank,United States,No Discount,0.0,North America
SO73301,2,1,9.99,0.7992,0.2498,0.0,José,Rodriguez,1965-05-23,M,M,60000.0,4,2013-12-17,Mountain Bottle Cage,NA,,M ,2013-12-17,2013,December,Burbank,United States,No Discount,0.0,North America
SO73301,3,1,54.99,4.3992,1.3748,0.0,José,Rodriguez,1965-05-23,M,M,60000.0,4,2013-12-17,Hydration Pack - 70 oz.,Silver,,S ,2013-12-17,2013,December,Burbank,United States,No Discount,0.0,North America
SO73302,1,1,2443.35,195.468,61.0838,0.0,Natalie,Ramirez,1977-12-11,F,S,70000.0,2,2013-12-17,"Road-250 Black, 52",Black,H ,R ,2013-12-17,2013,December,San Gabriel,United States,No Discount,0.0,North America
SO73302,2,1,32.6,2.608,0.815,0.0,Natalie,Ramirez,1977-12-11,F,S,70000.0,2,2013-12-17,HL Road Tire,NA,H ,R ,2013-12-17,2013,December,San Gabriel,United States,No Discount,0.0,North America
SO73302,3,1,3.99,0.3192,0.0998,0.0,Natalie,Ramirez,1977-12-11,F,S,70000.0,2,2013-12-17,Road Tire Tube,NA,,R ,2013-12-17,2013,December,San Gabriel,United States,No Discount,0.0,North America
SO73302,4,1,7.95,0.636,0.1988,0.0,Natalie,Ramirez,1977-12-11,F,S,70000.0,2,2013-12-17,Bike Wash - Dissolver,NA,,S ,2013-12-17,2013,December,San Gabriel,United States,No Discount,0.0,North America
SO73303,1,1,2319.99,185.5992,57.9998,0.0,Gabrielle,Perez,1961-10-24,F,S,70000.0,3,2013-12-17,"Mountain-200 Silver, 42",Silver,H ,M ,2013-12-17,2013,December,Colma,United States,No Discount,0.0,North America
SO73303,2,1,21.98,1.7584,0.5495,0.0,Gabrielle,Perez,1961-10-24,F,S,70000.0,3,2013-12-17,Fender Set - Mountain,NA,,M ,2013-12-17,2013,December,Colma,United States,No Discount,0.0,North America
SO73303,3,1,4.99,0.3992,0.1248,0.0,Gabrielle,Perez,1961-10-24,F,S,70000.0,3,2013-12-17,Water Bottle - 30 oz.,NA,,S ,2013-12-17,2013,December,Colma,United States,No Discount,0.0,North America
SO73303,4,1,9.99,0.7992,0.2498,0.0,Gabrielle,Perez,1961-10-24,F,S,70000.0,3,2013-12-17,Mountain Bottle Cage,NA,,M ,2013-12-17,2013,December,Colma,United States,No Discount,0.0,North America
SO73303,5,1,54.99,4.3992,1.3748,0.0,Gabrielle,Perez,1961-10-24,F,S,70000.0,3,2013-12-17,Hydration Pack - 70 oz.,Silver,,S ,2013-12-17,2013,December,Colma,United States,No Discount,0.0,North America
SO73304,1,1,2319.99,185.5992,57.9998,0.0,Natalie,Morris,1966-09-09,F,M,80000.0,3,2013-12-17,"Mountain-200 Silver, 38",Silver,H ,M ,2013-12-17,2013,December,Spring Valley,United States,No Discount,0.0,North America
SO73304,2,1,21.98,1.7584,0.5495,0.0,Natalie,Morris,1966-09-09,F,M,80000.0,3,2013-12-17,Fender Set - Mountain,NA,,M ,2013-12-17,2013,December,Spring Valley,United States,No Discount,0.0,North America
SO73304,3,1,34.99,2.7992,0.8748,0.0,Natalie,Morris,1966-09-09,F,M,80000.0,3,2013-12-17,"Sport-100 Helmet, Blue",Blue,,S ,2013-12-17,2013,December,Spring Valley,United States,No Discount,0.0,North America
SO73305,1,1,2294.99,183.5992,57.3748,0.0,Bryan,Morgan,1974-07-25,M,M,70000.0,5,2013-12-17,"Mountain-200 Black, 46",Black,H ,M ,2013-12-17,2013,December,Marysville,United States,No Discount,0.0,North America
SO73305,2,1,9.99,0.7992,0.2498,0.0,Bryan,Morgan,1974-07-25,M,M,70000.0,5,2013-12-17,Mountain Bottle Cage,NA,,M ,2013-12-17,2013,December,Marysville,United States,No Discount,0.0,North America
SO73305,3,1,8.99,0.7192,0.2248,0.0,Bryan,Morgan,1974-07-25,M,M,70000.0,5,2013-12-17,AWC Logo Cap,Multi,,S ,2013-12-17,2013,December,Marysville,United States,No Discount,0.0,North America
SO73305,4,1,4.99,0.3992,0.1248,0.0,Bryan,Morgan,1974-07-25,M,M,70000.0,5,2013-12-17,Water Bottle - 30 oz.,NA,,S ,2013-12-17,2013,December,Marysville,United States,No Discount,0.0,North America
SO73306,1,1,769.49,61.5592,19.2373,0.0,Megan,Rivera,1969-10-06,F,S,50000.0,4,2012-08-13,"Mountain-400-W Silver, 40",Silver,M ,M ,2013-12-17,2013,December,Imperial Beach,United States,Volume Discount 11 to 14,0.02,North America
SO73306,2,1,69.99,5.5992,1.7498,0.0,Megan,Rivera,1969-10-06,F,S,50000.0,4,2012-08-13,"Women's Mountain Shorts, L",Black,,M ,2013-12-17,2013,December,Imperial Beach,United States,No Discount,0.0,North America
SO73307,1,1,769.49,61.5592,19.2373,0.0,Marshall,Jai,1968-08-03,M,S,60000.0,4,2012-08-27,"Mountain-400-W Silver, 42",Silver,M ,M ,2013-12-17,2013,December,Chula Vista,United States,No Discount,0.0,North America
SO73307,2,1,29.99,2.3992,0.7498,0.0,Marshall,Jai,1968-08-03,M,S,60000.0,4,2012-08-27,ML Mountain Tire,NA,M ,M ,2013-12-17,2013,December,Chula Vista,United States,No Discount,0.0,North America
SO73307,3,1,4.99,0.3992,0.1248,0.0,Marshall,Jai,1968-08-03,M,S,60000.0,4,2012-08-27,Mountain Tire Tube,NA,,M ,2013-12-17,2013,December,Chula Vista,United States,No Discount,0.0,North America
SO73307,4,1,2.29,0.1832,0.0573,0.0,Marshall,Jai,1968-08-03,M,S,60000.0,4,2012-08-27,Patch Kit/8 Patches,NA,,S ,2013-12-17,2013,December,Chula Vista,United States,No Discount,0.0,North America
SO73308,1,1,2319.99,185.5992,57.9998,0.0,Nancy,Martinez,1971-12-30,F,S,60000.0,0,2012-05-04,"Mountain-200 Silver, 46",Silver,H ,M ,2013-12-17,2013,December,Beaverton,United States,No Discount,0.0,North America
SO73308,2,1,2.29,0.1832,0.0573,0.0,Nancy,Martinez,1971-12-30,F,S,60000.0,0,2012-05-04,Patch Kit/8 Patches,NA,,S ,2013-12-17,2013,December,Beaverton,United States,No Discount,0.0,North America
SO73309,1,1,2384.07,190.7256,59.6018,0.0,Julie,Raje,1968-03-19,F,M,20000.0,1,2012-03-07,"Touring-1000 Yellow, 50",Yellow,H ,T ,2013-12-17,2013,December,Leeds,United Kingdom,No Discount,0.0,Europe
SO73309,2,1,8.99,0.7192,0.2248,0.0,Julie,Raje,1968-03-19,F,M,20000.0,1,2012-03-07,Road Bottle Cage,NA,,R ,2013-12-17,2013,December,Leeds,United Kingdom,No Discount,0.0,Europe
SO73309,3,1,24.49,1.9592,0.6123,0.0,Julie,Raje,1968-03-19,F,M,20000.0,1,2012-03-07,"Half-Finger Gloves, S",Black,,S ,2013-12-17,2013,December,Leeds,United Kingdom,No Discount,0.0,Europe
SO73309,4,1,4.99,0.3992,0.1248,0.0,Julie,Raje,1968-03-19,F,M,20000.0,1,2012-03-07,Water Bottle - 30 oz.,NA,,S ,2013-12-17,2013,December,Leeds,United Kingdom,No Discount,0.0,Europe
SO73310,1,1,1700.99,136.0792,42.5248,0.0,Keith,Yuan,1968-08-07,M,S,60000.0,3,2012-06-21,"Road-350-W Yellow, 48",Yellow,M ,R ,2013-12-17,2013,December,Hervey Bay,Australia,No Discount,0.0,Pacific
SO73310,2,1,53.99,4.3192,1.3498,0.0,Keith,Yuan,1968-08-07,M,S,60000.0,3,2012-06-21,"Short-Sleeve Classic Jersey, M",Yellow,,S ,2013-12-17,2013,December,Hervey Bay,Australia,No Discount,0.0,Pacific
SO73311,1,1,1120.49,89.6392,28.0123,0.0,Francisco,Sai,1945-07-14,M,M,30000.0,2,2011-07-16,"Road-550-W Yellow, 48",Yellow,M ,R ,2013-12-17,2013,December,Darlinghurst,Australia,No Discount,0.0,Pacific
SO73311,2,1,53.99,4.3192,1.3498,0.0,Francisco,Sai,1945-07-14,M,M,30000.0,2,2011-07-16,"Short-Sleeve Classic Jersey, L",Yellow,,S ,2013-12-17,2013,December,Darlinghurst,Australia,No Discount,0.0,Pacific
SO73312,1,1,1120.49,89.6392,28.0123,0.0,Toni,Suri,1958-03-22,F,M,30000.0,3,2011-06-24,"Road-550-W Yellow, 40",Yellow,M ,R ,2013-12-17,2013,December,Newcastle,Australia,No Discount,0.0,Pacific
SO73313,1,1,769.49,61.5592,19.2373,0.0,Virginia,Gonzalez,1962-08-08,F,S,30000.0,2,2011-10-14,"Mountain-400-W Silver, 46",Silver,M ,M ,2013-12-17,2013,December,St. Leonards,Australia,No Discount,0.0,Pacific
SO73313,2,1,9.99,0.7992,0.2498,0.0,Virginia,Gonzalez,1962-08-08,F,S,30000.0,2,2011-10-14,Mountain Bottle Cage,NA,,M ,2013-12-17,2013,December,St. Leonards,Australia,No Discount,0.0,Pacific
SO73313,3,1,4.99,0.3992,0.1248,0.0,Virginia,Gonzalez,1962-08-08,F,S,30000.0,2,2011-10-14,Water Bottle - 30 oz.,NA,,S ,2013-12-17,2013,December,St. Leonards,Australia,No Discount,0.0,Pacific
SO73314,1,1,1214.85,97.188,30.3713,0.0,Kelvin,Zhu,1979-10-18,M,M,70000.0,2,2011-05-08,"Touring-2000 Blue, 46",Blue,M ,T ,2013-12-17,2013,December,Bremerton,United States,No Discount,0.0,North America
SO73314,2,1,28.99,2.3192,0.7248,0.0,Kelvin,Zhu,1979-10-18,M,M,70000.0,2,2011-05-08,Touring Tire,NA,,T ,2013-12-17,2013,December,Bremerton,United States,No Discount,0.0,North America
SO73315,1,1,742.35,59.388,18.5588,0.0,Jenna,Hernandez,1969-04-17,F,S,60000.0,1,2012-06-17,"Touring-3000 Blue, 54",Blue,L ,T ,2013-12-17,2013,December,Port Orchard,United States,No Discount,0.0,North America
SO73315,2,1,8.99,0.7192,0.2248,0.0,Jenna,Hernandez,1969-04-17,F,S,60000.0,1,2012-06-17,Road Bottle Cage,NA,,R ,2013-12-17,2013,December,Port Orchard,United States,No Discount,0.0,North America
SO73315,3,1,4.99,0.3992,0.1248,0.0,Jenna,Hernandez,1969-04-17,F,S,60000.0,1,2012-06-17,Water Bottle - 30 oz.,NA,,S ,2013-12-17,2013,December,Port Orchard,United States,No Discount,0.0,North America
SO73316,1,1,1214.85,97.188,30.3713,0.0,Jeremiah,Diaz,1983-10-16,M,S,50000.0,0,2012-02-01,"Touring-2000 Blue, 50",Blue,M ,T ,2013-12-17,2013,December,Woodland Hills,United States,No Discount,0.0,North America
SO73316,2,1,34.99,2.7992,0.8748,0.0,Jeremiah,Diaz,1983-10-16,M,S,50000.0,0,2012-02-01,"Sport-100 Helmet, Red",Red,,S ,2013-12-17,2013,December,Woodland Hills,United States,No Discount,0.0,North America
SO73316,3,1,49.99,3.9992,1.2498,0.0,Jeremiah,Diaz,1983-10-16,M,S,50000.0,0,2012-02-01,"Long-Sleeve Logo Jersey, M",Multi,,S ,2013-12-17,2013,December,Woodland Hills,United States,No Discount,0.0,North America
SO73317,1,1,1214.85,97.188,30.3713,0.0,Evan,Phillips,1978-06-06,M,S,50000.0,0,2012-02-12,"Touring-2000 Blue, 50",Blue,M ,T ,2013-12-17,2013,December,Santa Monica,United States,No Discount,0.0,North America
SO73317,2,1,28.99,2.3192,0.7248,0.0,Evan,Phillips,1978-06-06,M,S,50000.0,0,2012-02-12,Touring Tire,NA,,T ,2013-12-17,2013,December,Santa Monica,United States,No Discount,0.0,North America
SO73317,3,1,4.99,0.3992,0.1248,0.0,Evan,Phillips,1978-06-06,M,S,50000.0,0,2012-02-12,Touring Tire Tube,NA,,T ,2013-12-17,2013,December,Santa Monica,United States,No Discount,0.0,North America
SO73317,4,1,2.29,0.1832,0.0573,0.0,Evan,Phillips,1978-06-06,M,S,50000.0,0,2012-02-12,Patch Kit/8 Patches,NA,,S ,2013-12-17,2013,December,Santa Monica,United States,No Discount,0.0,North America
SO73317,5,1,7.95,0.636,0.1988,0.0,Evan,Phillips,1978-06-06,M,S,50000.0,0,2012-02-12,Bike Wash - Dissolver,NA,,S ,2013-12-17,2013,December,Santa Monica,United States,No Discount,0.0,North America
SO73318,1,1,539.99,43.1992,13.4998,0.0,Adam,Bryant,1975-10-13,M,M,60000.0,4,2013-12-17,"Road-750 Black, 48",Black,L ,R ,2013-12-17,2013,December,Woodburn,United States,No Discount,0.0,North America
SO73318,2,1,8.99,0.7192,0.2248,0.0,Adam,Bryant,1975-10-13,M,M,60000.0,4,2013-12-17,Road Bottle Cage,NA,,R ,2013-12-17,2013,December,Woodburn,United States,No Discount,0.0,North America
SO73318,3,1,4.99,0.3992,0.1248,0.0,Adam,Bryant,1975-10-13,M,M,60000.0,4,2013-12-17,Water Bottle - 30 oz.,NA,,S ,2013-12-17,2013,December,Woodburn,United States,No Discount,0.0,North America
SO73318,4,1,2.29,0.1832,0.0573,0.0,Adam,Bryant,1975-10-13,M,M,60000.0,4,2013-12-17,Patch Kit/8 Patches,NA,,S ,2013-12-17,2013,December,Woodburn,United States,No Discount,0.0,North America
SO73319,1,1,539.99,43.1992,13.4998,0.0,Melissa,Simmons,1975-05-04,F,S,60000.0,4,2013-12-17,"Road-750 Black, 52",Black,L ,R ,2013-12-17,2013,December,National City,United States,No Discount,0.0,North America
SO73319,2,1,34.99,2.7992,0.8748,0.0,Melissa,Simmons,1975-05-04,F,S,60000.0,4,2013-12-17,"Sport-100 Helmet, Black",Black,,S ,2013-12-17,2013,December,National City,United States,No Discount,0.0,North America
SO73320,1,1,1120.49,89.6392,28.0123,0.0,Leonard,Kumar,1970-12-10,M,M,60000.0,1,2013-12-17,"Road-550-W Yellow, 44",Yellow,M ,R ,2013-12-17,2013,December,Colma,United States,No Discount,0.0,North America
SO73320,2,1,3.99,0.3192,0.0998,0.0,Leonard,Kumar,1970-12-10,M,M,60000.0,1,2013-12-17,Road Tire Tube,NA,,R ,2013-12-17,2013,December,Colma,United States,No Discount,0.0,North America
SO73320,3,1,24.99,1.9992,0.6248,0.0,Leonard,Kumar,1970-12-10,M,M,60000.0,1,2013-12-17,ML Road Tire,NA,M ,R ,2013-12-17,2013,December,Colma,United States,No Discount,0.0,North America
SO73320,4,1,8.99,0.7192,0.2248,0.0,Leonard,Kumar,1970-12-10,M,M,60000.0,1,2013-12-17,"Racing Socks, L",White,,R ,2013-12-17,2013,December,Colma,United States,No Discount,0.0,North America
SO73321,1,1,1700.99,136.0792,42.5248,0.0,Ashley,Garcia,1968-01-03,F,S,120000.0,1,2013-12-17,"Road-350-W Yellow, 40",Yellow,M ,R ,2013-12-17,2013,December,Concord,United States,No Discount,0.0,North America
SO73321,2,1,53.99,4.3192,1.3498,0.0,Ashley,Garcia,1968-01-03,F,S,120000.0,1,2013-12-17,"Short-Sleeve Classic Jersey, M",Yellow,,S ,2013-12-17,2013,December,Concord,United States,No Discount,0.0,North America
SO73321,3,1,8.99,0.7192,0.2248,0.0,Ashley,Garcia,1968-01-03,F,S,120000.0,1,2013-12-17,AWC Logo Cap,Multi,,S ,2013-12-17,2013,December,Concord,United States,No Discount,0.0,North America
SO73322,1,1,1700.99,136.0792,42.5248,0.0,Arthur,Munoz,1974-11-03,M,S,10000.0,2,2013-12-17,"Road-350-W Yellow, 48",Yellow,M ,R ,2013-12-17,2013,December,Bracknell,United Kingdom,No Discount,0.0,Europe
SO73322,2,1,34.99,2.7992,0.8748,0.0,Arthur,Munoz,1974-11-03,M,S,10000.0,2,2013-12-17,"Sport-100 Helmet, Blue",Blue,,S ,2013-12-17,2013,December,Bracknell,United Kingdom,No Discount,0.0,Europe
SO73322,3,1,8.99,0.7192,0.2248,0.0,Arthur,Munoz,1974-11-03,M,S,10000.0,2,2013-12-17,AWC Logo Cap,Multi,,S ,2013-12-17,2013,December,Bracknell,United Kingdom,No Discount,0.0,Europe
SO73323,1,1,1700.99,136.0792,42.5248,0.0,Micah,Lin,1981-12-03,M,M,30000.0,0,2012-05-17,"Road-350-W Yellow, 40",Yellow,M ,R ,2013-12-17,2013,December,Paris,France,No Discount,0.0,Europe
SO73323,2,1,34.99,2.7992,0.8748,0.0,Micah,Lin,1981-12-03,M,M,30000.0,0,2012-05-17,"Sport-100 Helmet, Blue",Blue,,S ,2013-12-17,2013,December,Paris,France,No Discount,0.0,Europe
SO73324,1,1,1120.49,89.6392,28.0123,0.0,Dawn,Guo,1980-03-20,F,S,60000.0,0,2013-12-17,"Road-550-W Yellow, 44",Yellow,M ,R ,2013-12-17,2013,December,Cheltenham,United Kingdom,No Discount,0.0,Europe
SO73324,2,1,4.99,0.3992,0.1248,0.0,Dawn,Guo,1980-03-20,F,S,60000.0,0,2013-12-17,Water Bottle - 30 oz.,NA,,S ,2013-12-17,2013,December,Cheltenham,United Kingdom,No Discount,0.0,Europe
SO73324,3,1,8.99,0.7192,0.2248,0.0,Dawn,Guo,1980-03-20,F,S,60000.0,0,2013-12-17,Road Bottle Cage,NA,,R ,2013-12-17,2013,December,Cheltenham,United Kingdom,No Discount,0.0,Europe
SO73324,4,1,34.99,2.7992,0.8748,0.0,Dawn,Guo,1980-03-20,F,S,60000.0,0,2013-12-17,"Sport-100 Helmet, Red",Red,,S ,2013-12-17,2013,December,Cheltenham,United Kingdom,No Discount,0.0,Europe
SO73325,1,1,1120.49,89.6392,28.0123,0.0,Martin,Vance,1974-09-24,M,S,60000.0,0,2013-12-17,"Road-550-W Yellow, 38",Yellow,M ,R ,2013-12-17,2013,December,London,United Kingdom,No Discount,0.0,Europe
SO73325,2,1,53.99,4.3192,1.3498,0.0,Martin,Vance,1974-09-24,M,S,60000.0,0,2013-12-17,"Short-Sleeve Classic Jersey, XL",Yellow,,S ,2013-12-17,2013,December,London,United Kingdom,No Discount,0.0,Europe
SO73326,1,1,1120.49,89.6392,28.0123,0.0,Jeffery,Guo,1985-01-14,M,S,20000.0,4,2013-12-17,"Road-550-W Yellow, 40",Yellow,M ,R ,2013-12-17,2013,December,Versailles,France,No Discount,0.0,Europe
SO73327,1,1,539.99,43.1992,13.4998,0.0,Cheryl,Moreno,1976-04-22,F,M,30000.0,0,2013-12-17,"Road-750 Black, 44",Black,L ,R ,2013-12-17,2013,December,Grevenbroich,Germany,No Discount,0.0,Europe
SO73328,1,1,539.99,43.1992,13.4998,0.0,Sandra,Hu,1974-04-23,F,M,40000.0,1,2013-12-17,"Road-750 Black, 58",Black,L ,R ,2013-12-17,2013,December,Liverpool,United Kingdom,No Discount,0.0,Europe
SO73328,2,1,21.49,1.7192,0.5373,0.0,Sandra,Hu,1974-04-23,F,M,40000.0,1,2013-12-17,LL Road Tire,NA,L ,R ,2013-12-17,2013,December,Liverpool,United Kingdom,No Discount,0.0,Europe
SO73328,3,1,2.29,0.1832,0.0573,0.0,Sandra,Hu,1974-04-23,F,M,40000.0,1,2013-12-17,Patch Kit/8 Patches,NA,,S ,2013-12-17,2013,December,Liverpool,United Kingdom,No Discount,0.0,Europe
SO73329,1,1,539.99,43.1992,13.4998,0.0,Alan,She,1975-11-03,M,S,30000.0,0,2013-12-17,"Road-750 Black, 58",Black,L ,R ,2013-12-17,2013,December,Poing,Germany,No Discount,0.0,Europe
SO73330,1,1,539.99,43.1992,13.4998,0.0,Richard,Lopez,1948-12-06,M,S,30000.0,1,2013-12-17,"Road-750 Black, 48",Black,L ,R ,2013-12-17,2013,December,Neunkirchen,Germany,No Discount,0.0,Europe
SO73330,2,1,4.99,0.3992,0.1248,0.0,Richard,Lopez,1948-12-06,M,S,30000.0,1,2013-12-17,Water Bottle - 30 oz.,NA,,S ,2013-12-17,2013,December,Neunkirchen,Germany,No Discount,0.0,Europe
SO73330,3,1,8.99,0.7192,0.2248,0.0,Richard,Lopez,1948-12-06,M,S,30000.0,1,2013-12-17,Road Bottle Cage,NA,,R ,2013-12-17,2013,December,Neunkirchen,Germany,No Discount,0.0,Europe
SO73330,4,1,34.99,2.7992,0.8748,0.0,Richard,Lopez,1948-12-06,M,S,30000.0,1,2013-12-17,"Sport-100 Helmet, Red",Red,,S ,2013-12-17,2013,December,Neunkirchen,Germany,No Discount,0.0,Europe
SO73331,1,1,2384.07,190.7256,59.6018,0.0,Alberto,Ramos,1947-11-29,M,M,30000.0,1,2012-03-23,"Touring-1000 Blue, 50",Blue,H ,T ,2013-12-17,2013,December,London,United Kingdom,No Discount,0.0,Europe
SO73331,2,1,8.99,0.7192,0.2248,0.0,Alberto,Ramos,1947-11-29,M,M,30000.0,1,2012-03-23,AWC Logo Cap,Multi,,S ,2013-12-17,2013,December,London,United Kingdom,No Discount,0.0,Europe
SO73331,3,1,34.99,2.7992,0.8748,0.0,Alberto,Ramos,1947-11-29,M,M,30000.0,1,2012-03-23,"Sport-100 Helmet, Red",Red,,S ,2013-12-17,2013,December,London,United Kingdom,No Discount,0.0,Europe
SO73332,1,1,2384.07,190.7256,59.6018,0.0,Gerald,Rodriguez,1967-09-30,M,M,20000.0,1,2012-03-25,"Touring-1000 Yellow, 54",Yellow,H ,T ,2013-12-17,2013,December,Maidenhead,United Kingdom,No Discount,0.0,Europe
SO73332,2,1,8.99,0.7192,0.2248,0.0,Gerald,Rodriguez,1967-09-30,M,M,20000.0,1,2012-03-25,Road Bottle Cage,NA,,R ,2013-12-17,2013,December,Maidenhead,United Kingdom,No Discount,0.0,Europe
SO73332,3,1,4.99,0.3992,0.1248,0.0,Gerald,Rodriguez,1967-09-30,M,M,20000.0,1,2012-03-25,Water Bottle - 30 oz.,NA,,S ,2013-12-17,2013,December,Maidenhead,United Kingdom,No Discount,0.0,Europe
SO73332,4,1,53.99,4.3192,1.3498,0.0,Gerald,Rodriguez,1967-09-30,M,M,20000.0,1,2012-03-25,"Short-Sleeve Classic Jersey, XL",Yellow,,S ,2013-12-17,2013,December,Maidenhead,United Kingdom,No Discount,0.0,Europe
